,censustract,state,county,urban,pop2010,ohu2010,groupquartersflag,numgqtrs,pctgqtrs,lilatracts_1and10,lilatracts_halfand10,lilatracts_1and20,lilatracts_vehicle,hunvflag,lowincometracts,povertyrate,medianfamilyincome,la1and10,lahalfand10,la1and20,latracts_half,latracts1,latracts10,latracts20,latractsvehicle_20,lapop1_10,lapop05_10,lapop1_20,lalowi1_10,lalowi05_10,lalowi1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,tractlowi,tractkids,tractseniors,tractwhite,tractblack,tractasian,tractnhopi,tractaian,tractomultir,tracthispanic,tracthunv,tractsnap
13919,11001004201,District of Columbia,District of Columbia,1,3342,2113,0,0.0,0.0,0,0,0,0,0,0,2.1397616468039,199074.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.0,120.0,133.0,2721.0,240.0,215.0,0.0,5.0,161.0,266.0,1063.0,87.0
13920,11001004202,District of Columbia,District of Columbia,1,2771,1787,0,124.0,4.474918801876579,0,0,0,0,0,0,5.11388053287495,193155.0,0,0,0,0,0,0,0,0,,1.02404761314392,,,0.0657327845692635,,1.02404761314392,0.0369558864360852,0.0657327845692635,0.0023721683352314,0.0,0.0,0.0,0.0,1.02404761314392,0.0369558864360852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266298621892929,0.0149019933907627,0.0094760730862617,0.00053027829246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0,80.0,192.0,2281.0,129.0,216.0,3.0,10.0,132.0,215.0,774.0,25.0
13921,11001004300,District of Columbia,District of Columbia,1,3255,1943,0,26.0,0.7987711213517665,0,0,0,0,0,0,6.18253189401374,160903.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.0,292.0,340.0,1849.0,901.0,157.0,2.0,18.0,328.0,492.0,1149.0,214.0
13922,11001004400,District of Columbia,District of Columbia,1,4572,2493,0,35.0,0.7655293088363955,0,0,0,0,0,0,7.41192884548308,250001.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.0,309.0,221.0,2989.0,1016.0,260.0,0.0,24.0,283.0,417.0,885.0,43.0
13923,11001004600,District of Columbia,District of Columbia,1,3028,1268,0,12.0,0.3963011889035667,0,0,0,0,0,0,14.1207522269878,128333.0,0,0,0,0,0,0,0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.0,491.0,234.0,816.0,1964.0,97.0,0.0,3.0,148.0,221.0,442.0,236.0
13924,11001004701,District of Columbia,District of Columbia,1,3986,2002,0,67.0,1.6808830908178627,0,0,0,0,0,1,26.8682505399568,48088.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1841.0,920.0,496.0,595.0,2754.0,530.0,1.0,19.0,87.0,108.0,1202.0,371.0
13925,11001004702,District of Columbia,District of Columbia,1,1802,922,0,300.0,16.64816870144284,0,0,0,0,0,0,11.7972050698733,143750.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.0,155.0,264.0,703.0,853.0,158.0,1.0,0.0,87.0,95.0,835.0,46.0
13926,11001004801,District of Columbia,District of Columbia,1,2143,1078,0,37.0,1.726551563229118,0,0,0,0,0,0,6.399169837426499,133269.0,0,0,0,0,0,0,0,0,,118.778979301453,,,20.1320300102234,,118.778979301453,5.54264952409952,20.1320300102234,0.939432105003425,10.0571215450764,0.469301052033428,5.48127192258835,0.255775638011589,51.4699010848999,2.4017685993887,50.3036835193634,2.34734874098756,4.83842086791992,0.2257779219747979,0.0,0.0,0.560806334018707,0.026169217639697,11.6061661243439,0.541584980137372,15.8297189176083,0.7386709714236239,21.7809911966324,2.02050011100486,6.41494950652123,0.595078803944455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.0,209.0,242.0,847.0,961.0,123.0,5.0,9.0,198.0,191.0,438.0,129.0
13927,11001004802,District of Columbia,District of Columbia,1,2922,1382,0,42.0,1.4373716632443532,0,0,0,0,0,1,18.5597034683611,57172.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144.0,430.0,294.0,866.0,1464.0,369.0,1.0,16.0,206.0,223.0,920.0,179.0
13928,11001004901,District of Columbia,District of Columbia,1,2087,971,0,36.0,1.7249640632486822,0,0,0,0,0,0,13.0658105939005,126071.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.0,391.0,142.0,793.0,1075.0,94.0,1.0,14.0,110.0,178.0,645.0,92.0
13929,11001004902,District of Columbia,District of Columbia,1,2690,1417,0,0.0,0.0,0,0,0,0,0,0,18.6425061425061,130250.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003.0,336.0,104.0,1330.0,812.0,166.0,6.0,11.0,365.0,468.0,688.0,200.0
13930,11001005001,District of Columbia,District of Columbia,1,1955,952,0,109.0,5.57544757033248,0,0,0,0,0,0,10.717749757517,145606.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.0,153.0,101.0,1259.0,484.0,92.0,0.0,3.0,117.0,169.0,336.0,37.0
13931,11001005002,District of Columbia,District of Columbia,1,6021,3475,0,123.0,2.042850024912805,0,0,0,0,0,0,10.8361774744027,154946.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1836.0,541.0,353.0,3225.0,1152.0,328.0,5.0,33.0,1278.0,1676.0,2158.0,412.0
13932,11001005201,District of Columbia,District of Columbia,1,6077,4200,0,2.0,0.0329109758104327,0,0,0,0,0,0,6.793953858393,220099.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.0,266.0,358.0,4398.0,775.0,442.0,19.0,20.0,423.0,612.0,2216.0,185.0
13933,11001005301,District of Columbia,District of Columbia,1,5051,3608,0,15.0,0.2969708968521085,0,0,0,0,0,0,10.725677830941,153348.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.0,131.0,334.0,4121.0,179.0,455.0,4.0,17.0,275.0,432.0,2014.0,45.0
13934,11001005500,District of Columbia,District of Columbia,1,6671,4185,0,551.0,8.259631239694198,0,0,0,0,1,0,16.8745304282494,171532.0,0,1,0,1,0,0,0,1,,733.419085264206,,,56.2340768333524,,733.419085264206,10.994140087906,56.2340768333524,0.8429632264031249,20.2349346876144,0.30332685785661,86.7842648029327,1.30091837510018,586.625107526779,8.79366073342496,36.4531053900719,0.546441393945014,56.5625504851341,0.847887130642094,0.0,0.0,10.0,0.149902563333833,43.7783272266388,0.656248346974049,57.8278168439865,0.866853797691298,305.917734250426,7.30986222820612,6.26124669099227,0.149611629414391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1293.0,195.0,635.0,5135.0,628.0,590.0,1.0,18.0,299.0,493.0,1995.0,50.0
13935,11001005600,District of Columbia,District of Columbia,1,6756,3347,0,1933.0,28.61160449970397,0,0,0,0,0,1,24.092409240924106,175357.0,0,0,0,0,0,0,0,0,,0.0054021817632019,,,0.0009699949878267,,0.0054021817632019,7.99612457549134e-05,0.0009699949878267,1.43575338636293e-05,0.0,0.0,0.0,0.0,0.0007717402768321,1.1423035477089e-05,0.0030869611073285,4.5692141908356e-05,0.0015434805536642,2.2846070954178e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1639.0,127.0,1015.0,5107.0,517.0,797.0,0.0,13.0,322.0,428.0,1903.0,112.0
13936,11001005800,District of Columbia,District of Columbia,1,2830,1810,0,125.0,4.41696113074205,0,0,0,0,1,0,14.1089837997054,250001.0,0,1,0,1,0,0,0,1,,1579.0955055356,,,279.076263231167,,1579.0955055356,55.79842775744181,279.076263231167,9.86135205763841,57.5421911627054,2.03329297394719,137.618509352207,4.86284485343488,1235.57152748108,43.6597712890841,104.482911258936,3.6919756628599294,152.937218427658,5.40414199391018,3.91070792078972,0.138187559038506,4.94549840688705,0.174752593882935,77.2476250752807,2.7295980591972,105.007409334183,3.71050916375204,506.413901135325,27.9786685710125,46.3434072462842,2.5604092401262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.0,120.0,313.0,1806.0,265.0,602.0,4.0,7.0,146.0,180.0,994.0,91.0
13937,11001005900,District of Columbia,District of Columbia,1,2998,1523,0,550.0,18.345563709139427,0,0,0,0,0,1,26.6636280765725,140694.0,0,0,0,0,0,0,0,0,,165.972441673279,,,56.9631963968277,,165.972441673279,5.53610545941557,56.9631963968277,1.90003990649859,2.00000004470348,0.0667111422516172,8.00000017881393,0.266844569006469,99.5629494190216,3.32097896661179,54.2835886478424,1.81066006163584,5.56295022368431,0.185555377707949,0.0,0.0,0.0,0.0,6.56295025348663,0.2189109490822759,3.56295017898083,0.1188442354563319,53.1994256973267,3.49306800376406,15.1356109678745,0.993802427306272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.0,113.0,153.0,1712.0,826.0,280.0,1.0,9.0,170.0,223.0,710.0,202.0
13938,11001006202,District of Columbia,District of Columbia,1,33,8,0,16.0,48.48484848484848,0,0,0,0,0,0,0.0,,0,1,0,1,0,0,0,0,0.0,22.8296358122025,0.0,0.0,0.0,0.0,22.8296358122025,69.1807145824317,0.0,0.0,2.41399220377207,7.31512789021839,0.0,0.0,6.00082609720994,18.1843215066968,16.8279837369919,50.993890112096594,0.0008259780006483,0.0025029636383282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,7.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13939,11001006400,District of Columbia,District of Columbia,1,2139,977,0,0.0,0.0,0,0,0,0,0,1,34.9552355001946,29539.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1334.0,574.0,240.0,142.0,1860.0,38.0,0.0,24.0,75.0,65.0,742.0,574.0
13940,11001006500,District of Columbia,District of Columbia,1,2531,1320,0,111.0,4.385618332674833,0,0,0,0,0,0,11.9636363636364,240139.0,0,0,0,0,0,0,0,0,,76.7411651611328,,,13.1633825302124,,76.7411651611328,3.03204919640983,13.1633825302124,0.520086231932533,2.10827374458313,0.0832980539147819,6.74647617340088,0.266553780063251,43.8520965576172,1.73259962693075,26.1425952911377,1.03289590245507,1.68661904335022,0.0666384450158127,0.0,0.0,1.68661904335022,0.0666384450158127,3.37323808670044,0.133276890031625,2.52992868423462,0.0999576722336871,11.991530418396,0.908449274120909,0.268754959106445,0.0203602241747307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.0,235.0,245.0,2088.0,228.0,113.0,1.0,13.0,88.0,123.0,292.0,10.0
13941,11001006600,District of Columbia,District of Columbia,1,1909,1016,0,0.0,0.0,0,0,0,0,0,0,3.70731707317073,174630.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.0,229.0,266.0,1718.0,58.0,70.0,1.0,11.0,51.0,78.0,237.0,0.0
13942,11001006700,District of Columbia,District of Columbia,1,3775,1866,0,3.0,0.0794701986754966,0,0,0,0,0,0,3.3632803501497404,200365.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0,492.0,390.0,3077.0,452.0,114.0,2.0,11.0,119.0,147.0,380.0,7.0
13943,11001006801,District of Columbia,District of Columbia,1,1949,880,0,58.0,2.9758850692662904,0,0,0,0,1,0,11.2153518123667,143167.0,0,1,0,1,0,0,0,1,,1333.028034091,,,255.140937820077,,1333.028034091,68.395486613186,255.140937820077,13.0908639209891,182.212317470461,9.34901577580611,135.624099299312,6.958650554095,392.401668459177,20.1334873503939,863.260406792164,44.2924785424404,21.4816472381353,1.10218815998642,0.0,0.0,2.4526064991951,0.125839225202417,53.4316978473216,2.74149296292056,56.4022298762575,2.8939060993462,128.560251004994,14.6091194323857,50.135531630367,5.6972195034508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.0,262.0,197.0,647.0,1192.0,31.0,0.0,3.0,76.0,74.0,203.0,83.0
13944,11001006802,District of Columbia,District of Columbia,1,2084,921,0,15.0,0.7197696737044146,0,0,0,0,0,0,4.69356089992242,187143.0,0,0,0,0,0,0,0,0,,7.50144863128662,,,0.52518892288208,,7.50144863128662,0.359954348910107,0.52518892288208,0.0252010039770671,0.886534810066223,0.042540058064598,0.340974926948547,0.0163615607940762,3.54613924026489,0.170160232258392,3.40974926948547,0.163615607940762,0.136389970779419,0.0065446243176304,0.0,0.0,0.0,0.0,0.409169912338257,0.0196338729528914,0.545559883117676,0.0261784972705219,1.13790261745453,0.1235507727963659,0.257625490427017,0.0279723659529878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.0,330.0,224.0,937.0,1022.0,38.0,0.0,6.0,81.0,94.0,137.0,58.0
13945,11001006804,District of Columbia,District of Columbia,1,3670,12,1,3630.0,98.9100817438692,0,1,0,0,0,1,45.2107279693487,,0,1,0,1,0,0,0,0,118.759384155273,2670.98574304581,118.759384155273,57.7871322631836,1299.67506462336,57.7871322631836,2670.98574304581,72.7789030802672,1299.67506462336,35.413489499274,194.989319391549,5.31306047388416,19.8668363252655,0.541330690061729,132.445576019585,3.60887128118761,2348.7015362978,63.9973170653351,15.4519834872335,0.421034972404183,0.735808750119759,0.0200492847444076,21.3384536299855,0.581429254223037,152.312412194908,4.150201967163699,228.83652228117,6.2353275825931895,0.0,0.0,0.0,0.0,118.759384155273,3.23595052194206,57.7871322631836,1.57458126057721,8.66976261138916,0.2362333136618299,0.883334279060364,0.0240690539253505,5.88889503479004,0.160460355171391,104.429740905762,2.8454970274049503,0.687037765979767,0.0187203750948165,0.0327160842716694,0.0008914464379201,0.948766469955444,0.0258519474102301,6.77222967147827,0.18452941884137,10.1747026443481,0.277239854069432,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,274.0,32.0,187.0,3225.0,21.0,1.0,29.0,207.0,315.0,0.0,0.0
13946,11001006900,District of Columbia,District of Columbia,1,2179,1114,0,9.0,0.4130335016062414,0,0,0,0,0,0,4.6862896979086,236944.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,291.0,224.0,1404.0,636.0,61.0,2.0,7.0,69.0,87.0,246.0,81.0
13947,11001007000,District of Columbia,District of Columbia,1,2812,1195,0,639.0,22.724039829302985,0,0,0,0,0,0,2.34641638225256,189821.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,216.0,222.0,2209.0,433.0,65.0,4.0,8.0,93.0,162.0,152.0,4.0
13948,11001007100,District of Columbia,District of Columbia,1,2911,1342,0,6.0,0.20611473720371,0,0,0,0,0,1,37.968892955169295,41780.0,0,0,0,0,0,0,0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762.0,622.0,195.0,977.0,1703.0,72.0,0.0,15.0,144.0,158.0,547.0,400.0
13949,11001007200,District of Columbia,District of Columbia,1,2794,1830,0,0.0,0.0,0,0,0,0,0,0,7.22639204049572,160517.0,0,0,0,0,0,0,0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.0,136.0,237.0,1670.0,862.0,144.0,0.0,4.0,114.0,155.0,1046.0,239.0
13950,11001007301,District of Columbia,District of Columbia,1,3012,812,0,483.0,16.03585657370518,1,1,1,0,0,1,5.4066985645933,87367.0,1,1,1,1,1,0,0,0,1983.69385024533,3011.99996026978,1983.69385024533,401.009882420301,608.885155908763,401.009882420301,3011.99996026978,99.9999986809356,608.885155908763,20.2153106211409,947.999982502311,31.474103004724803,13.9999997963896,0.464807430159017,1790.99995941669,59.4621500470348,766.999991736142,25.464807162554497,109.999998094281,3.65205836966405,12.9999998121057,0.4316068994723,20.9999995254911,0.69721113962454,309.999996836297,10.2921645695982,390.999991578981,12.9814074229409,55.8249982749112,6.87499978755064,19.031249478925,2.3437499358282,1983.69385024533,65.85968958317821,401.009882420301,13.3137411162119,602.484071031213,20.0027912028955,10.121893225587,0.3360522319251979,1186.77039904147,39.4014076706997,503.009365088074,16.700178123774002,68.6350079586264,2.27871872372598,3.9999999909196,0.132802124532523,17.7529406757094,0.5894070609465271,203.526129379869,6.7571756102214,238.486072694883,7.9178642992989,34.2308405712247,4.21562076000304,11.6696049218299,1.43714346327954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845.0,948.0,14.0,1791.0,767.0,110.0,13.0,21.0,310.0,391.0,88.0,30.0
13951,11001007304,District of Columbia,District of Columbia,1,3546,1198,0,242.0,6.824591088550479,0,1,0,1,1,1,33.9511146924523,43705.0,0,1,0,1,0,0,0,1,,1049.56916797161,,,584.146512210369,,1049.56916797161,29.598679299819803,584.146512210369,16.4733928993336,281.955435983837,7.951365932990321,178.605625852942,5.03681968000402,18.5779432235286,0.523912668458222,1003.78361964226,28.3074906836508,3.01248698867857,0.0849545118070664,0.692627171985805,0.0195326331637283,4.54050251748413,0.1280457562742279,18.9619957059622,0.534743251719182,14.0664487350732,0.3966849615079869,145.572440519929,12.1512888580909,147.830491654575,12.3397739277608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2172.0,1117.0,392.0,41.0,3443.0,7.0,1.0,10.0,44.0,38.0,572.0,516.0
13952,11001007401,District of Columbia,District of Columbia,1,2414,771,0,19.0,0.7870753935376968,1,1,1,1,1,1,70.0426439232409,14422.0,1,1,1,1,1,0,0,1,2178.30801315978,2413.99996980903,2178.30801315978,1968.42499410815,2178.30918301211,1968.42499410815,2413.99996980903,99.9999987493382,2178.30918301211,90.2365030245283,945.999992549419,39.1880692853943,124.999999540567,5.17812757003177,16.9999997066334,0.704225339959958,2348.99997934577,97.3073727980848,4.99999995529652,0.207125101710709,0.0,0.0,10.0000000232831,0.4142502080896049,33.0000001285225,1.36702568883689,30.9999994635582,1.2841756198657102,561.111971894861,72.7771688579587,480.46337837285,62.31691029479241,2178.30801315978,90.2364545633712,1968.42499410815,81.5420461519532,878.484274148941,36.3912292522345,104.188197527081,4.31599824055844,16.2421060912311,0.672829581244039,2117.50987644866,87.717890490831,4.84552335739136,0.20072590544289,0.0,0.0,9.00077069923282,0.372857112644276,30.7097462043166,1.27215187258975,27.754043161869,1.14971181283633,508.534707462066,65.9578090093471,435.540980510006,56.490399547341895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1655.0,946.0,125.0,17.0,2349.0,5.0,0.0,10.0,33.0,31.0,557.0,468.0
13953,11001007403,District of Columbia,District of Columbia,1,2859,1092,0,0.0,0.0,0,1,0,1,1,1,36.1648745519713,37100.0,0,1,0,1,0,0,0,1,,820.523351669312,,,459.375433921814,,820.523351669312,28.6996625277828,459.375433921814,16.0676961847434,263.394824504852,9.21283051783324,43.437700510025,1.51933195208202,4.39743971824646,0.153810413369936,811.72846031189,28.392041284081497,1.95441764593124,0.068360183488326,0.0,0.0,0.0,0.0,2.44302207231522,0.0854502298816095,7.29607397317886,0.2551967111989809,155.634538650513,14.2522471291678,135.581621170044,12.4158993745461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1562.0,903.0,177.0,12.0,2811.0,7.0,0.0,4.0,25.0,24.0,520.0,453.0
13954,11001007404,District of Columbia,District of Columbia,1,3310,1106,0,6.0,0.1812688821752265,0,0,0,0,0,1,26.8558398783886,63854.0,0,0,0,0,0,0,0,0,,67.2225843071938,,,35.531418710947,,67.2225843071938,2.03089378571582,35.531418710947,1.07345675863888,24.6351177096367,0.744263374913495,2.38082572072744,0.071928269508382,0.194979135703761,0.0058906083294187,64.3002338409424,1.94260525199222,0.041476403188426,0.0012530635404358,0.0,0.0,0.124429205898196,0.0037591905105195,2.56146825477481,0.077385747878393,1.67999449558556,0.0507551207125547,12.4290333613753,1.12378240157101,6.79083921015263,0.613999928585228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910.0,1210.0,161.0,41.0,3165.0,8.0,0.0,4.0,92.0,64.0,444.0,332.0
